"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"19847","LU.BOHA",45,0.799213682731284,0,0.774214553909176,0.69126945686949,0.867112194135248,-0.13584883529008,-0.336895890135662,0.0651982195555008,1,3.77640076807406e-05,NA,NA
"19848","CE.ARGU",23,0.432695916185524,0.000646390202170499,1.00325339358067,0.707106956116409,1.42343016572649,-0.561913354210504,-1.40890796371779,0.285081255296786,1,0.985082678124401,NA,NA
"19849","CE.UROD",39,0.836419551693159,4.44089209850063e-16,0.845010052269388,0.710390325711305,1.00514036099992,-0.231785482481995,-0.543215527087409,0.079644562123419,1,0.0568655812169228,NA,NA
"19850","VA.LOUT",12,0.974414522629161,2.72740940943095e-09,1.07480171515379,0.974221708079444,1.18576574235331,-0.787943311590924,-1.05383703565591,-0.522049587525934,1,0.133164856106336,NA,NA
"19851","PA.ARCA",24,0.133262504737456,0.0794267652250946,0.66780012939955,0.48039311430177,0.928316829591187,-0.058470432338376,-0.465630019051274,0.348689154374522,1,0.0176520618102284,NA,NA
"19852","MO.GRAN",66,0.644173924473481,4.44089209850063e-16,1.3476895910707,1.11775218680607,1.62492836544584,-1.6023212872337,-2.18834704618105,-1.01629552828634,1,0.00204428713534077,NA,NA
"19853","PA.INSU",29,0.802188073575937,5.31967803141242e-11,1.15420295828917,0.936670233101365,1.42225558349659,-1.17316107360533,-1.73126822667796,-0.615053920532702,1,0.171824050668157,NA,NA
"19854","CA.TERE",23,0.67001177239857,1.81121220466096e-06,0.967461361027037,0.772162791855862,1.21215564250473,-0.873820511332083,-1.38187811880865,-0.365762903855517,1,0.765185412165887,NA,NA
"19855","PT.TILE",34,0.820720662585894,1.74971148680925e-13,1.44880783569274,1.26800620640611,1.65538948796945,-2.03416612252084,-2.43486426417172,-1.63346798086996,1,2.06014382531094e-06,NA,NA
"19856","CH.VAND",63,0.517965265137398,3.00630631500098e-11,1.86597886258486,1.55600090331907,2.23770892946552,-2.44900193012518,-2.96047186596245,-1.93753199428791,1,7.64514895834623e-10,NA,NA
"19857","PS.BART",8,0.880232361342738,0.000562872664452652,1.00850459873909,0.767588571814317,1.32503474260158,-0.991524786608352,-1.4502386886246,-0.532810884592102,1,0.942668502626133,NA,NA
"19858","PS.DISP",10,0.947747450082421,2.08244349320097e-06,1.08094483849935,0.932324952620031,1.25325589602081,-0.974738528320819,-1.24583182868148,-0.703645227960157,1,0.260701670840257,NA,NA
"19859","PS.OLIV",85,0.625878175267776,0,0.985827738032619,0.871587743597647,1.11504129815202,-0.915716700265678,-1.12181429729989,-0.709619103231469,1,0.818713940041979,NA,NA
"19860","AC.NIGR",25,0.621032149799041,2.9084590043027e-06,1.2273132560568,0.971248098203782,1.55088883188391,-1.67284814034203,-2.28599729469361,-1.05969898599045,1,0.0838778416418176,NA,NA
